日付,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,香港ドル,インドルピー,フィリピンペソ,シンガポールドル,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,インドネシアルピア,台湾ドル
2019/11/25,108.81,139.91,119.93,81.87,109.08,11.3,16.05,11.89,73.89,69.77,7.4,288.7,13.9,1.52,2.14,79.77,3.61,358.4,29.02,29.63,5.62,0.77,3.56
2019/11/26,109.06,140.65,120.03,81.97,109.36,11.31,16.06,11.87,73.87,69.9,7.39,289.36,13.93,1.52,2.15,79.9,3.61,359.22,29.08,29.7,5.61,0.78,3.57
2019/11/27,109.15,140.32,120.24,82.23,109.38,11.38,16.09,11.9,74.08,70.17,7.38,289.6,13.94,1.53,2.15,79.98,3.61,359.28,29.11,29.72,5.59,0.78,3.58
2019/11/28,109.39,141.31,120.37,82.3,109.51,11.42,16.11,11.94,74.01,70.28,7.41,290.24,13.98,1.54,2.15,80.08,3.62,360.07,29.17,29.79,5.59,0.78,3.58
2019/11/29,109.56,141.45,120.59,82.47,109.68,11.46,16.14,11.95,74.17,70.32,7.44,290.69,14,1.53,2.16,80.22,3.63,360.63,29.22,29.83,5.62,0.78,3.59
2019/12/2,109.67,141.61,120.85,82.59,109.58,11.46,16.17,11.9,74.22,70.63,7.5,290.98,14.01,1.53,2.16,80.22,3.63,360.99,29.25,29.86,5.61,0.78,3.59
2019/12/3,109.16,141.18,120.86,82.04,110.04,11.44,16.18,11.9,74.45,70.95,7.51,289.63,13.94,1.52,2.14,79.89,3.61,359.32,29.11,29.72,5.58,0.77,3.58
2019/12/4,108.57,141.09,120.31,81.67,110.02,11.4,16.1,11.82,74.24,70.79,7.43,288.06,13.87,1.51,2.13,79.59,3.58,357.02,28.95,29.56,5.55,0.77,3.56
2019/12/5,108.9,142.7,120.66,82.58,110.18,11.45,16.15,11.88,74.42,71.33,7.46,288.94,13.91,1.52,2.14,79.9,3.59,358.7,29.04,29.65,5.6,0.77,3.57
2019/12/6,108.81,143.18,120.79,82.54,110.2,11.46,16.17,11.91,74.39,71.22,7.44,288.7,13.9,1.53,2.14,79.98,3.59,358.75,29.02,29.63,5.62,0.77,3.57
2019/12/9,108.6,142.77,120.08,81.92,109.66,11.43,16.07,11.9,74.2,71.21,7.42,288.14,13.87,1.52,2.14,79.81,3.58,357.71,28.96,29.57,5.64,0.77,3.56
2019/12/10,108.68,142.89,120.23,82.07,109.98,11.4,16.09,11.89,74.21,71.22,7.41,288.35,13.88,1.53,2.14,79.92,3.59,357.97,28.98,29.59,5.65,0.78,3.56
2019/12/11,108.78,142.84,120.65,82.18,110.47,11.45,16.14,11.85,74.1,71.14,7.36,288.62,13.9,1.54,2.14,80.04,3.59,358.3,29.01,29.62,5.65,0.78,3.57
2019/12/12,108.52,143.32,120.84,82.39,110.5,11.56,16.17,11.91,74.61,71.45,7.39,287.93,13.9,1.54,2.14,80.01,3.59,357.44,28.94,29.54,5.68,0.77,3.57
2019/12/13,109.56,147.35,122.38,83.2,111.16,11.71,16.38,12.1,75.77,72.41,7.58,290.69,14.04,1.55,2.17,81.07,3.64,360.87,29.22,29.83,5.76,0.78,3.62
2019/12/16,109.43,146.17,121.72,83.04,111.18,11.66,16.29,12.11,75.26,72.18,7.54,290.34,14.03,1.55,2.16,80.81,3.63,361.27,29.18,29.79,5.75,0.78,3.62
2019/12/17,109.56,145.44,122.02,83.19,111.4,11.69,16.33,12.15,75.3,72.32,7.61,290.69,14.06,1.55,2.17,80.83,3.63,360.87,29.21,29.83,5.78,0.78,3.64
2019/12/18,109.58,143.75,122.12,83.26,111.78,11.66,16.35,12.13,75.05,71.93,7.62,290.74,14.07,1.55,2.17,80.85,3.63,360.94,29.22,29.84,5.78,0.78,3.64
2019/12/19,109.72,143.52,121.93,83.64,111.8,11.65,16.32,12.18,75.36,72.23,7.67,291.03,14.09,1.55,2.17,80.94,3.63,361.63,29.26,29.88,5.78,0.79,3.64
2019/12/20,109.43,142.37,121.66,83.34,111.83,11.63,16.28,12.2,75.43,72.33,7.7,290.27,14.03,1.54,2.16,80.76,3.63,360.68,29.18,29.79,5.78,0.78,3.63
2019/12/23,109.47,142.33,121.19,83.21,111.36,11.63,16.22,12.2,75.5,72.29,7.67,290.45,14.04,1.54,2.15,80.72,3.63,360.69,29.18,29.81,5.78,0.78,3.63
2019/12/24,109.47,141.7,121.35,83.21,111.49,11.61,16.24,12.22,75.78,72.53,7.7,290.45,14.07,1.54,2.15,80.75,3.63,360.69,29.18,29.81,5.77,0.78,3.63
2019/12/25,109.36,141.7,121.12,83.06,111.41,11.61,16.22,12.26,75.61,72.48,7.73,290.16,14.05,1.54,2.15,80.7,3.62,360.33,29.15,29.78,5.76,0.78,3.63
2019/12/26,109.59,142.15,121.45,83.3,111.7,11.65,16.26,12.3,75.87,72.8,7.75,290.77,14.07,1.54,2.16,80.91,3.63,361.09,29.2,29.84,5.78,0.79,3.64
2019/12/27,109.68,142.56,121.73,83.61,111.85,11.66,16.3,12.35,76.19,73.24,7.76,291.01,14.08,1.54,2.16,80.98,3.64,361.38,29.24,29.86,5.79,0.79,3.65
2019/12/30,109.55,143.48,122.51,83.77,112.39,11.74,16.4,12.43,76.51,73.52,7.83,290.66,14.07,1.54,2.16,81.06,3.63,361.55,29.19,29.83,5.82,0.79,3.64
2020/1/6,108.12,141.41,120.69,83.27,111.3,11.5,16.15,12.24,75.18,72.04,7.57,286.87,13.89,1.51,2.12,80.12,3.58,357.19,28.82,29.44,5.71,0.78,3.6
2020/1/7,108.45,142.87,121.36,83.67,111.93,11.53,16.24,12.33,75.18,72.27,7.62,287.74,13.95,1.51,2.12,80.4,3.59,357.21,28.91,29.53,5.75,0.78,3.61
2020/1/8,107.85,141.46,120.35,82.99,111.57,11.39,16.11,12.17,73.96,71.47,7.47,286.15,13.87,1.5,2.12,79.79,3.56,356.06,28.75,29.37,5.68,0.78,3.58
2020/1/9,109.25,143.22,121.4,83.83,112.17,11.56,16.24,12.33,75.1,72.64,7.72,289.86,14.05,1.53,2.16,80.93,3.61,359.97,29.12,29.75,5.81,0.79,3.64
2020/1/10,109.55,143.18,121.64,83.83,112.52,11.55,16.28,12.34,75.15,72.38,7.7,290.66,14.11,1.54,2.16,81.06,3.62,360.96,29.2,29.83,5.82,0.79,3.66
2020/1/14,110.16,143.16,122.67,84.39,113.49,11.64,16.42,12.41,76.05,73.03,7.67,292.28,14.17,1.56,2.19,81.86,3.65,363.09,29.36,29.99,5.86,0.81,3.69
2020/1/15,109.95,143.15,122.36,84.14,113.69,11.62,16.38,12.38,75.8,72.64,7.63,291.72,14.13,1.55,2.17,81.59,3.64,362.39,29.3,29.94,5.85,0.8,3.67
2020/1/16,109.96,143.37,122.62,84.33,114.03,11.63,16.41,12.42,76.02,72.9,7.66,291.75,14.15,1.56,2.17,81.69,3.64,362.43,29.31,29.94,5.85,0.8,3.67
2020/1/17,110.33,144.22,122.83,84.58,114.33,11.62,16.44,12.41,76.09,73.23,7.66,292.73,14.19,1.56,2.17,81.95,3.64,363.65,29.41,30.04,5.88,0.81,3.7
2020/1/20,110.19,143.24,122.26,84.36,113.83,11.58,16.36,12.37,75.79,72.92,7.63,292.36,14.18,1.55,2.16,81.78,3.63,363.18,29.37,30,5.91,0.81,3.68
2020/1/21,110.24,143.33,122.27,84.48,113.8,11.58,16.37,12.34,75.78,72.81,7.61,292.49,14.19,1.55,2.16,81.84,3.64,363.35,29.38,30.02,5.91,0.81,3.68
2020/1/22,109.91,143.41,121.81,84.03,113.37,11.54,16.3,12.22,75.11,72.4,7.59,291.62,14.15,1.55,2.15,81.39,3.61,362.26,29.29,29.93,5.85,0.81,3.66
2020/1/23,109.72,144.22,121.54,83.42,113.29,11.53,16.27,12.22,75.37,72.32,7.66,291.11,14.11,1.55,2.15,81.35,3.61,361.63,29.25,29.87,5.87,0.8,3.66
2020/1/24,109.59,143.78,121.12,83.47,113,11.5,16.21,12.18,75.04,72.54,7.63,290.77,14.1,1.54,2.15,81.15,3.6,361.21,29.21,29.84,5.85,0.8,3.66
2020/1/27,109.06,142.52,120.27,82.94,112.38,11.4,16.1,12.04,74.3,71.83,7.57,289.36,14.03,1.53,2.15,80.6,3.56,359.46,29.06,29.69,5.79,0.8,3.63
2020/1/28,108.9,142.18,119.96,82.56,112.24,11.31,16.06,11.9,73.5,71.19,7.47,288.94,14,1.52,2.14,80.22,3.54,358.93,29.03,29.65,5.76,0.8,3.61
2020/1/29,109.11,142.08,120.24,82.89,112.11,11.36,16.09,11.97,73.86,71.33,7.51,289.49,14.03,1.53,2.15,80.42,3.54,359.62,29.09,29.71,5.83,0.8,3.64
2020/1/30,109.01,141.99,120.05,82.58,112.05,11.33,16.07,11.89,73.49,71.13,7.47,289.23,14.03,1.53,2.14,79.95,3.51,359.29,29.05,29.68,5.83,0.8,3.63
2020/1/31,109.07,142.91,120.3,82.62,112.49,11.31,16.1,11.88,73.31,70.81,7.4,289.39,14.04,1.53,2.14,80.13,3.51,358.9,29.07,29.7,5.81,0.8,3.61
2020/2/3,108.55,143.07,120.27,81.99,112.52,11.26,16.09,11.79,72.73,70.18,7.26,288.01,13.98,1.52,2.13,79.54,3.48,356.95,28.93,29.56,5.75,0.8,3.58
2020/2/4,108.64,141.13,120.14,81.7,112.45,11.26,16.08,11.7,72.59,70.08,7.3,288.25,13.98,1.52,2.14,79.19,3.49,357.49,28.96,29.58,5.77,0.79,3.59
2020/2/5,109.46,142.58,120.85,82.39,112.93,11.41,16.17,11.87,73.69,71.03,7.4,290.42,14.09,1.54,2.16,79.75,3.53,360.18,29.17,29.8,5.86,0.8,3.63
2020/2/6,109.89,142.74,120.82,82.72,112.81,11.46,16.17,11.94,74.22,71.2,7.46,291.56,14.15,1.55,2.17,79.34,3.54,361.6,29.29,29.92,5.91,0.8,3.66
2020/2/7,109.92,142.13,120.66,82.68,112.8,11.41,16.15,11.91,73.83,70.89,7.37,291.64,14.16,1.54,2.16,79.3,3.52,361.7,29.3,29.93,5.9,0.81,3.66
2020/2/10,109.67,141.45,120.11,82.4,112.27,11.36,16.07,11.79,73.28,70.28,7.28,290.98,14.12,1.54,2.16,78.84,3.5,360.88,29.23,29.86,5.83,0.8,3.63
2020/2/12,109.87,142.35,119.87,82.63,112.59,11.4,16.04,11.88,73.76,70.42,7.42,291.51,14.15,1.54,2.17,79.21,3.52,361.53,29.29,29.91,5.89,0.8,3.67
2020/2/13,109.91,142.38,119.45,82.91,112.38,11.39,15.99,11.87,73.82,70.82,7.38,291.62,14.15,1.54,2.17,79.17,3.53,360.72,29.31,29.93,5.9,0.8,3.66
2020/2/14,109.89,143.4,119.05,82.86,112.17,11.35,15.94,11.87,73.84,70.77,7.36,291.56,14.15,1.54,2.18,79.05,3.53,360.65,29.3,29.92,5.91,0.8,3.66
2020/2/17,109.8,143.2,118.97,82.87,111.81,11.31,15.92,11.87,73.72,70.63,7.38,291.32,14.13,1.54,2.17,78.92,3.52,360.35,29.28,29.9,5.92,0.8,3.66
2020/2/18,109.86,142.81,118.91,82.98,111.94,11.32,15.92,11.85,73.55,70.6,7.33,291.48,14.14,1.55,2.17,79.04,3.52,360.55,29.29,29.91,5.91,0.8,3.66
2020/2/19,109.92,142.9,118.68,82.93,111.82,11.23,15.89,11.78,73.55,70.35,7.32,291.64,14.15,1.54,2.17,78.96,3.53,360.16,29.31,29.93,5.91,0.8,3.66
2020/2/20,111.28,143.82,120.28,84.21,113.24,11.39,16.11,12.01,74.32,71.12,7.43,295.25,14.32,1.56,2.2,79.81,3.56,363.9,29.67,30.3,6,0.81,3.69
2020/2/21,112.11,144.42,120.91,84.59,113.94,11.43,16.19,12.03,74.21,71.06,7.43,297.45,14.4,1.57,2.21,80.06,3.56,366.61,29.89,30.52,5.95,0.82,3.7
2020/2/25,110.94,143.36,120.35,83.46,113.24,11.4,16.11,11.86,73.31,70.36,7.35,294.35,14.24,1.55,2.18,79.38,3.51,362.79,29.58,30.21,5.83,0.8,3.65
2020/2/26,110.32,143.42,119.9,83.03,113,11.34,16.05,11.78,72.78,69.66,7.24,292.55,14.16,1.54,2.16,78.85,3.47,360.76,29.4,30.04,5.77,0.8,3.63
2020/2/27,110.36,142.53,120.26,82.75,113.19,11.35,16.09,11.75,72.29,69.43,7.23,293.35,14.16,1.54,2.16,78.99,3.47,360.89,29.41,30.04,5.73,0.79,3.64
2020/2/28,109.45,141.12,120.33,81.69,113.07,11.32,16.11,11.66,71.96,68.95,7.06,290.24,14.04,1.53,2.15,78.46,3.46,357.91,29.16,29.8,5.61,0.78,3.62
2020/3/2,107.69,137.95,119.13,80.38,111.84,11.21,15.94,11.46,70.07,66.98,6.83,286.26,13.82,1.49,2.11,77.37,3.41,352.16,28.71,29.32,5.42,0.75,3.57
2020/3/3,108.31,138.39,120.55,81.21,112.92,11.34,16.13,11.65,70.77,67.82,7.04,287.91,13.92,1.49,2.14,77.96,3.44,354.19,28.88,29.49,5.59,0.76,3.62
2020/3/4,107.36,137.75,119.93,80.35,112.25,11.36,16.05,11.6,70.89,67.52,6.98,285.38,13.82,1.47,2.11,77.51,3.42,351.08,28.62,29.23,5.53,0.75,3.6
2020/3/5,107.5,138.34,119.72,80.25,112.42,11.34,16.02,11.61,71.12,67.57,7.04,285.75,13.83,1.46,2.12,77.59,3.43,351.54,28.65,29.27,5.5,0.76,3.59
2020/3/6,106.3,137.67,119.13,79.35,112.28,11.24,15.95,11.44,70.22,67.13,6.83,282.56,13.68,1.45,2.1,76.84,3.37,347.61,28.32,28.94,5.36,0.75,3.55
2020/3/9,104.18,136.09,118.35,76.56,111.89,11.11,15.84,10.96,68.89,65.98,6.52,276.41,13.41,1.41,2.06,75.65,3.32,341.46,27.77,28.37,4.97,0.73,3.47
2020/3/10,103.3,134.94,117.57,75.66,111,10.9,15.75,10.81,67.99,65.24,6.42,274.08,13.29,1.39,2.04,74.58,3.28,339.13,27.52,28.12,4.96,0.72,3.45
2020/3/11,104.9,135.39,118.73,76.34,111.99,11.02,15.89,10.93,68.11,65.68,6.56,278.18,13.5,1.42,2.08,75.38,3.34,343.03,27.95,28.56,5.01,0.73,3.5
2020/3/12,104.63,134.16,117.92,75.92,111.49,10.98,15.78,10.78,67.74,65.49,6.43,277.53,13.46,1.42,2.07,74.98,3.32,341.59,27.87,28.48,4.88,0.73,3.48
2020/3/13,105.05,131.47,117.23,75.33,110.99,10.75,15.69,10.32,65.94,64.32,6.35,278.65,13.51,1.41,2.05,74.39,3.3,341.96,27.99,28.6,4.76,0.72,3.49
2020/3/16,107.05,132.11,119.19,77.38,112.7,11.04,15.93,10.55,65.9,64.67,6.59,283.65,13.79,1.45,2.09,75.53,3.36,348.13,28.52,29.15,4.9,0.73,3.56
2020/3/17,106.63,130.53,119.05,76.14,112.46,10.9,15.93,10.37,65.11,64.45,6.43,282.54,13.72,1.44,2.07,75.05,3.32,345.64,28.41,29.03,4.68,0.72,3.52
2020/3/18,107.46,130.16,118.11,75.51,111.76,10.85,15.8,10.2,64.37,63.83,6.48,284.81,13.84,1.45,2.07,75.25,3.34,347.32,28.63,29.26,4.68,0.71,3.56
2020/3/19,108.98,126.23,118.89,74.95,112.14,10.61,15.91,9.64,62.63,61.75,6.27,288.84,14.04,1.46,2.11,75.41,3.34,351.78,29.03,29.67,4.58,0.72,3.59
2020/3/23,110.86,128.61,118.48,76.68,112.39,10.63,15.84,9.37,63.45,62.17,6.27,293.51,14.29,1.48,2.17,76.06,3.37,356.58,29.5,30.18,4.48,0.7,3.65
2020/3/24,110.65,128.25,119.56,76.46,113.02,10.8,16.01,9.72,65.15,63.8,6.25,293.03,14.27,1.45,2.16,75.93,3.38,354.99,29.48,30.12,4.4,0.67,3.66
2020/3/25,111.17,130.85,119.96,76.87,113.2,10.97,16.05,10.05,66.25,64.57,6.34,294.18,14.34,1.46,2.19,76.68,3.39,355.97,29.6,30.27,4.46,0.68,3.69
2020/3/26,110.77,131.5,121.06,77.94,113.66,11.02,16.21,10.42,65.3,64.29,6.41,292.96,14.29,1.47,2.17,76.51,3.38,351.54,29.51,30.16,4.62,0.67,3.66
2020/3/27,109.05,132.79,120.27,77.6,113.29,10.95,16.11,10.48,66.11,65,6.29,289.8,14.07,1.46,2.15,76.21,3.33,352.57,29.04,29.69,4.7,0.67,3.61
2020/3/30,107.65,133.68,119.36,76.51,112.79,10.82,16,10.21,66.04,64.69,6.02,286.07,13.89,1.43,2.11,75.32,3.3,343.82,28.66,29.31,4.55,0.67,3.56
2020/3/31,108.83,133.46,119.65,76.62,113.21,10.8,16.02,10.29,66.28,64.87,6.05,289.21,14.03,1.45,2.14,76.31,3.34,346.26,28.97,29.63,4.57,0.67,3.6
2020/4/1,107.59,133.61,118.73,76.44,111.94,10.86,15.9,10.41,66.08,64.11,6.03,284.03,13.88,1.43,2.12,75.72,3.29,344.18,28.58,29.29,4.53,0.66,3.56
2020/4/2,107.51,133.33,117.57,75.75,111.13,10.68,15.76,10.29,65.45,63.8,5.89,285.25,13.87,1.41,2.11,74.94,3.25,343.92,28.57,29.27,4.45,0.65,3.56
2020/4/3,108.12,133.91,117.19,76.32,110.92,10.69,15.7,10.4,65.4,63.78,5.85,286.87,13.95,1.42,2.13,75.52,3.28,346.76,28.74,29.44,4.45,0.66,3.58
2020/4/6,108.91,133.43,117.82,76.68,111.45,10.7,15.78,10.29,65.74,64.1,5.66,288.96,14.05,1.43,2.15,75.73,3.31,352.35,28.96,29.65,4.34,0.66,3.6
2020/4/7,109.07,133.41,117.72,77.26,111.49,10.77,15.76,10.46,66.55,64.83,5.84,288.62,14.07,1.44,2.15,76.2,3.33,350.03,29.02,29.7,4.43,0.67,3.61
2020/4/8,108.65,133.91,118.05,77.39,111.85,10.8,15.82,10.57,66.71,64.66,5.94,286.98,14.02,1.44,2.15,76.17,3.31,349.24,28.9,29.58,4.45,0.67,3.61
2020/4/9,109.07,135.43,118.58,77.86,112.33,10.84,15.89,10.65,68.14,65.65,6.01,289.16,14.07,1.44,2.16,76.57,3.34,350.59,29.02,29.7,4.56,0.68,3.63
2020/4/10,108.63,135.41,118.63,77.56,112.27,10.9,15.89,10.62,68.56,65.85,6.02,286.55,14.02,1.43,2.15,76.66,3.33,348.62,28.89,29.58,4.58,0.69,3.61
2020/4/13,108.25,134.79,118.31,77.56,112.03,10.88,15.85,10.58,68.57,65.71,6,285.54,13.96,1.43,2.15,76.44,3.31,350.78,28.8,29.47,4.61,0.69,3.6
2020/4/14,107.58,134.83,117.51,77.36,111.39,10.76,15.74,10.47,68.75,65.59,5.93,284.53,13.88,1.41,2.13,76.02,3.28,345.81,28.62,29.29,4.56,0.69,3.58
2020/4/15,107.18,135.27,117.71,77.11,111.62,10.8,15.78,10.38,68.9,65.4,5.86,284.37,13.83,1.41,2.12,75.85,3.29,344.52,28.52,29.18,4.59,0.69,3.57
2020/4/16,107.7,134.65,117.25,76.2,111.44,10.7,15.71,10.22,67.8,64.2,5.76,285.52,13.9,1.41,2.13,75.43,3.29,346.19,28.66,29.32,4.44,0.69,3.57
2020/4/17,107.95,134.85,117.28,76.9,111.44,10.8,15.72,10.42,68.65,64.79,5.78,286.11,13.93,1.41,2.12,75.87,3.32,347.22,28.73,29.39,4.54,0.69,3.59
2020/4/20,107.9,134.75,117.23,76.85,111.48,10.79,15.72,10.41,68.48,64.88,5.75,286.21,13.92,1.41,2.12,75.79,3.32,346.5,28.74,29.38,4.49,0.7,3.59
2020/4/21,107.78,133.99,117,76.31,111.24,10.75,15.69,10.32,68.21,64.93,5.74,285.89,13.91,1.41,2.12,75.76,3.31,346.67,28.73,29.35,4.49,0.7,3.59
2020/4/22,107.86,132.5,117.06,75.95,111.2,10.68,15.7,10.14,67.79,64.26,5.68,285.87,13.92,1.4,2.12,75.37,3.32,346.93,28.75,29.37,4.43,0.7,3.58
2020/4/23,107.83,132.86,116.51,75.94,110.86,10.66,15.62,9.97,67.87,63.91,5.67,285.57,13.91,1.41,2.13,75.5,3.33,346.27,28.66,29.36,4.39,0.69,3.59
2020/4/24,107.73,133,115.98,76.47,110.25,10.7,15.55,10.11,68.49,64.54,5.65,285.3,13.9,1.42,2.13,75.48,3.33,345.95,28.66,29.33,4.36,0.7,3.58
2020/4/27,107.61,133.09,116.35,76.29,110.47,10.7,15.6,10.13,68.92,64.85,5.66,284.61,13.88,1.41,2.12,75.61,3.32,346.35,28.63,29.3,4.31,0.7,3.58
2020/4/28,107.3,133.44,116.24,76.49,110.06,10.72,15.59,10.25,69.35,64.72,5.72,284.31,13.85,1.41,2.12,75.63,3.31,344.91,28.54,29.21,4.35,0.7,3.58
2020/4/30,106.88,132.99,115.99,76.93,109.61,10.84,15.56,10.35,69.86,65.42,5.88,283.05,13.79,1.42,2.13,75.68,3.3,345.67,28.44,29.1,4.48,0.7,3.58
2020/5/1,107.3,134.81,117.35,76.78,111.05,10.99,15.74,10.47,69.41,65.4,5.76,284.46,13.84,1.43,2.13,75.91,3.3,347.47,28.57,29.22,4.43,0.72,3.59
2020/5/7,106.27,130.92,114.68,75.13,108.92,10.78,15.37,10.35,67.99,63.93,5.67,281.58,13.71,1.4,2.1,74.75,3.28,343.36,28.31,28.94,4.36,0.71,3.54
2020/5/8,106.36,131.77,115.38,76.32,109.42,10.86,15.46,10.42,69.39,64.95,5.74,281.3,13.72,1.41,2.11,75.35,3.29,344.43,28.32,28.96,4.45,0.71,3.56
2020/5/11,106.96,132.89,115.97,76.75,110.19,10.94,15.55,10.45,69.89,65.62,5.84,283.64,13.8,1.42,2.12,75.68,3.32,346.37,28.48,29.12,4.53,0.72,3.58
2020/5/12,107.52,132.25,116,76.48,110.32,10.85,15.56,10.39,69.23,65.12,5.83,285.12,13.87,1.42,2.14,75.74,3.34,348.07,28.64,29.28,4.47,0.72,3.6
2020/5/13,107.12,131.35,116.3,76.17,110.52,10.96,15.59,10.54,69.33,65.09,5.81,283.99,13.82,1.42,2.13,75.56,3.34,346.67,28.51,29.17,4.4,0.72,3.58
2020/5/14,106.89,130.8,115.67,75.82,109.97,10.9,15.51,10.53,68.95,64.07,5.78,282.85,13.79,1.42,2.13,75.32,3.34,346.15,28.46,29.1,4.42,0.72,3.57
2020/5/15,107.43,131.33,116.06,76.5,110.37,10.96,15.56,10.58,69.42,64.57,5.83,284.66,13.86,1.43,2.13,75.47,3.35,347.9,28.6,29.25,4.5,0.72,3.59
2020/5/18,107.2,129.62,115.96,76.06,110.29,10.87,15.55,10.48,68.85,63.69,5.77,284.27,13.83,1.41,2.12,75.2,3.34,346.93,28.53,29.19,4.49,0.72,3.58
2020/5/19,107.36,131.14,117.22,77.05,110.52,11.07,15.72,10.71,70.19,64.89,5.85,284.7,13.85,1.42,2.11,75.74,3.36,347.56,28.57,29.23,4.54,0.72,3.59
2020/5/20,107.98,132.44,118.09,77.57,111.27,11.15,15.84,10.83,70.74,65.91,5.9,286.27,13.93,1.43,2.13,76.23,3.39,350.02,28.76,29.4,4.57,0.73,3.61
2020/5/21,107.74,131.59,118.17,77.39,111.54,11.22,15.85,10.86,70.89,66.1,6,285.71,13.9,1.43,2.13,76.16,3.38,349.24,28.69,29.34,4.64,0.73,3.6
2020/5/22,107.75,131.78,117.98,77.27,110.99,11.2,15.82,10.83,70.77,66,6.14,285.73,13.9,1.43,2.13,76.02,3.39,349.16,28.69,29.34,4.71,0.73,3.6
2020/5/25,107.69,131.24,117.41,77,110.87,11.14,15.74,10.76,70.42,65.67,6.13,285.5,13.88,1.42,2.12,75.55,3.38,348.74,28.66,29.32,4.76,0.73,3.58
2020/5/26,107.77,131.67,117.56,77.2,110.98,11.15,15.77,10.72,70.71,65.91,6.13,285.79,13.9,1.42,2.12,75.77,3.38,348.88,28.68,29.34,4.79,0.73,3.59
2020/5/27,107.53,132.46,117.93,77.94,111.33,11.15,15.82,10.85,71.41,66.54,6.18,285.15,13.87,1.43,2.13,75.84,3.38,348.22,28.63,29.28,4.83,0.73,3.59
2020/5/28,107.92,132.37,118.96,78.52,111.48,11.26,15.96,10.97,71.55,66.81,6.23,286.18,13.92,1.43,2.13,76.09,3.39,349.26,28.73,29.38,4.84,0.74,3.59
2020/5/29,107.53,132.53,119.09,78.01,111.53,11.28,15.98,10.97,71.35,66.64,6.15,285.15,13.87,1.42,2.13,75.89,3.38,348.56,28.63,29.27,4.83,0.73,3.59
2020/6/1,107.75,133.33,119.84,78.45,112.17,11.47,16.07,11.11,72.1,67.1,6.18,284.98,13.9,1.43,2.13,76.46,3.39,349.95,28.71,29.33,4.87,0.74,3.6
2020/6/2,107.58,134.7,119.78,79.39,112.02,11.49,16.07,11.19,73.18,67.75,6.2,285.28,13.88,1.43,2.14,76.5,3.4,349.29,28.66,29.29,4.89,0.74,3.6
2020/6/3,108.71,136.97,121.69,80.59,113.06,11.68,16.32,11.45,75.6,69.68,6.37,288.28,14.03,1.45,2.17,77.82,3.45,352.95,28.97,29.6,5.01,0.76,3.64
2020/6/4,108.88,136.46,122.13,80.56,113.16,11.69,16.38,11.49,75.07,69.81,6.44,288.73,14.05,1.45,2.18,77.82,3.44,353.51,29.01,29.65,5.01,0.77,3.64
2020/6/5,109.1,137.48,123.66,80.77,114.2,11.86,16.59,11.67,75.66,70.55,6.46,289.31,14.08,1.45,2.18,78.07,3.46,354.22,29.06,29.71,4.98,0.78,3.66
2020/6/8,109.46,139.1,123.7,81.6,113.72,11.93,16.59,11.81,76.42,71.36,6.52,290.27,14.12,1.46,2.2,78.64,3.47,355.97,29.15,29.8,5.09,0.79,3.68
2020/6/9,108.08,137.69,122.15,80.8,112.94,11.75,16.38,11.69,75.85,70.94,6.47,286.61,13.95,1.43,2.17,77.86,3.45,351.02,28.81,29.43,5.01,0.78,3.64
2020/6/10,107.81,137.18,122.28,80.38,113.34,11.7,16.4,11.62,74.83,70.05,6.49,285.89,13.91,1.43,2.16,77.6,3.45,350.26,28.74,29.35,4.93,0.78,3.63
2020/6/11,107.0,136.32,121.79,79.77,113.42,11.64,16.34,11.5,74.66,69.82,6.48,283.74,13.81,1.42,2.15,77.37,3.45,348.08,28.52,29.13,4.88,0.77,3.62
2020/6/12,106.69,133.98,120.38,78.08,112.97,11.42,16.15,11.04,72.65,68.29,6.18,282.92,13.77,1.4,2.12,76.49,3.42,347.07,28.44,29.05,4.66,0.76,3.59
2020/6/15,107.24,134.13,120.63,78.64,112.71,11.47,16.18,11.06,73.02,68.74,6.24,284.38,13.84,1.42,2.14,76.86,3.46,348.75,28.58,29.2,4.76,0.76,3.62
2020/6/16,107.31,135.52,121.6,79.25,113.14,11.58,16.31,11.29,74.58,69.68,6.28,284.57,13.85,1.41,2.14,77.23,3.47,348.64,28.61,29.22,4.85,0.76,3.62
2020/6/17,107.35,134.86,120.97,79.25,112.86,11.45,16.22,11.21,73.86,69.23,6.24,284.67,13.85,1.41,2.14,77.0,3.45,349.11,28.62,29.23,4.82,0.77,3.62
2020/6/18,106.76,134.02,120.01,78.62,112.5,11.44,16.1,11.19,73.35,68.77,6.21,283.11,13.78,1.4,2.13,76.62,3.43,347.53,28.47,29.06,4.78,0.76,3.61
2020/6/19,106.95,132.76,119.82,78.56,112.43,11.35,16.07,11.2,73.26,68.65,6.14,283.61,13.8,1.4,2.13,76.72,3.44,347.8,28.51,29.12,4.71,0.76,3.61
2020/6/22,106.81,131.87,119.41,78.39,112.18,11.29,16.02,11.06,72.89,68.4,6.15,283.32,13.78,1.4,2.13,76.4,3.44,347.12,28.47,29.08,4.71,0.76,3.61
